,bus_id,station_id,voltage,dc,symbol,under_construction,tag_substation,tag_area,lon,lat,country,geometry,substation_lv
605,605,462,154000,False,substation,False,transmission,0.0,127.2734,36.5916,KR,POINT (127.2734 36.5916),True
606,606,463,154000,False,substation,False,transmission,0.0,129.3198,37.13,KR,POINT (129.3198 37.13),True
607,607,464,154000,False,substation,False,transmission,0.0,129.4403,36.7077,KR,POINT (129.4403 36.7077),True
608,608,465,154000,False,substation,False,transmission,0.0,127.545,36.0416,KR,POINT (127.545 36.0416),True
609,609,466,154000,False,substation,False,transmission,0.0,126.6794,33.5263,KR,POINT (126.6794 33.5263),True
610,610,467,154000,False,substation,False,transmission,0.0,129.3637,36.9788,KR,POINT (129.3637 36.9788),True
611,611,468,154000,False,substation,False,transmission,0.0,128.9352,36.9164,KR,POINT (128.9352 36.9164),True
612,612,469,345000,False,substation,False,transmission,0.0,128.9238,36.2794,KR,POINT (128.9238 36.2794),True
613,613,470,154000,False,substation,False,transmission,0.0,126.5923,36.5218,KR,POINT (126.5923 36.5218),True
614,614,471,154000,False,substation,False,transmission,0.0,128.2357,37.8418,KR,POINT (128.2357 37.8418),True
615,615,472,154000,False,substation,False,transmission,0.0,127.7316,37.936,KR,POINT (127.7316 37.936),True
616,616,473,154000,False,substation,False,transmission,0.0,126.3327,36.5791,KR,POINT (126.3327 36.5791),True
617,617,474,154000,False,substation,False,transmission,0.0,126.5555,36.7267,KR,POINT (126.5555 36.7267),True
618,618,475,154000,False,substation,False,transmission,0.0,126.4814,37.6816,KR,POINT (126.4814 37.6816),True
619,619,476,154000,False,substation,False,transmission,0.0,127.6161,37.428,KR,POINT (127.6161 37.428),True
620,620,477,154000,False,substation,False,transmission,0.0,129.2091,36.5773,KR,POINT (129.2091 36.5773),True
621,621,478,154000,False,substation,False,transmission,0.0,126.6775,36.8297,KR,POINT (126.6775 36.8297),True
622,622,479,154000,False,substation,False,transmission,0.0,126.3545,36.9925,KR,POINT (126.3545 36.9925),True
623,623,480,154000,False,substation,False,transmission,0.0,128.3255,35.0355,KR,POINT (128.3255 35.0355),True
624,624,481,154000,False,substation,False,transmission,0.0,128.7897,35.4502,KR,POINT (128.7897 35.4502),True
625,625,482,154000,False,substation,False,transmission,0.0,129.3978,35.8933,KR,POINT (129.3978 35.8933),True
626,626,483,154000,False,substation,False,transmission,0.0,128.3533,36.1721,KR,POINT (128.3533 36.1721),True
627,627,484,345000,False,substation,False,transmission,0.0,128.6332,36.6269,KR,POINT (128.6332 36.6269),True
628,628,485,154000,False,substation,False,transmission,0.0,127.0101,35.5908,KR,POINT (127.0101 35.5908),True
629,629,486,154000,False,substation,False,transmission,0.0,126.5153,34.9388,KR,POINT (126.5153 34.9388),True
630,630,487,154000,False,substation,False,transmission,0.0,128.7713,37.3047,KR,POINT (128.7713 37.3047),True
631,631,488,154000,False,substation,False,transmission,0.0,128.8807,37.1464,KR,POINT (128.8807 37.1464),True
632,632,489,154000,False,substation,False,transmission,0.0,127.7864,36.8276,KR,POINT (127.7864 36.8276),True
633,633,490,154000,False,substation,False,transmission,0.0,128.3299,36.9406,KR,POINT (128.3299 36.9406),True
634,634,491,154000,False,substation,False,transmission,0.0,127.8334,36.2541,KR,POINT (127.8334 36.2541),True
635,635,492,154000,False,substation,False,transmission,0.0,127.6527,36.2481,KR,POINT (127.6527 36.2481),True
636,636,493,154000,False,substation,False,transmission,0.0,127.5919,37.2456,KR,POINT (127.5919 37.2456),True
637,637,494,345000,False,substation,False,transmission,0.0,126.8211,36.8643,KR,POINT (126.8211 36.8643),True
638,638,495,154000,False,substation,False,transmission,0.0,126.7921,37.4612,KR,POINT (126.7921 37.4612),True
639,639,496,154000,False,substation,False,transmission,0.0,126.4996,36.1491,KR,POINT (126.4996 36.1491),True
640,640,497,154000,False,substation,False,transmission,0.0,126.9788,36.2321,KR,POINT (126.9788 36.2321),True
641,641,498,154000,False,substation,False,transmission,0.0,126.9351,35.8403,KR,POINT (126.9351 35.8403),True
642,642,499,154000,False,substation,False,transmission,0.0,127.9615,35.4257,KR,POINT (127.9615 35.4257),True
643,643,500,154000,False,substation,False,transmission,0.0,128.0281,36.1269,KR,POINT (128.0281 36.1269),True
644,644,501,154000,False,substation,False,transmission,0.0,128.3186,37.1873,KR,POINT (128.3186 37.1873),True
645,645,502,154000,False,substation,False,transmission,0.0,128.6096,35.9134,KR,POINT (128.6096 35.9134),True
646,646,503,154000,False,substation,False,transmission,0.0,127.7734,37.7646,KR,POINT (127.7734 37.7646),True
647,647,504,154000,False,substation,False,transmission,0.0,128.3236,37.2289,KR,POINT (128.3236 37.2289),True
